aerial_battles,big_chance_created,clearance,club_name,cross,cross_accuracy,goal_conceded_per_match,goal_per_match,interceptions,pass_accuracy,pass_per_game,season,shooting_accuracy,shot_on_target,tackle_success
"1,853",38,519,Arsenal,548,22%,1.29,1.43,258,84%,507.11,2019/20,35%,109,58%
"2,489",72,762,Arsenal,605,21%,1.34,1.92,412,83%,547.50,2018/19,36%,170,60%
"2,660",81,829,Arsenal,572,21%,1.34,1.95,427,84%,619.05,2017/18,39%,234,68%
"2,762",55,838,Arsenal,697,22%,1.16,2.03,536,84%,563.00,2016/17,36%,201,70%
"2,785",88,849,Arsenal,754,25%,0.95,1.71,734,84%,559.18,2015/16,37%,211,73%
"3,242",66,"1,006",Arsenal,866,20%,0.95,1.87,762,84%,540.18,2014/15,37%,227,75%
"2,777",62,"1,207",Arsenal,753,22%,1.08,1.79,541,86%,567.39,2013/14,41%,213,74%
"2,840",70,873,Arsenal,951,19%,0.97,1.89,636,86%,555.53,2012/13,34%,205,79%
"2,336",97,766,Arsenal,896,22%,1.29,1.95,605,85%,542.45,2011/12,37%,236,74%
"2,636",99,"1,077",Arsenal,928,19%,1.13,1.89,709,84%,530.26,2010/11,36%,238,74%
"2,900",0,"1,091",Arsenal,"1,023",18%,1.08,2.18,839,81%,507.66,2009/10,35%,233,75%
"2,709",0,"1,280",Arsenal,"1,069",21%,0.97,1.79,872,83%,499.76,2008/09,33%,220,75%
"2,527",0,"1,840",Arsenal,888,24%,0.82,1.95,505,83%,495.55,2007/08,33%,208,75%
"2,414",0,"1,202",Arsenal,873,21%,0.92,1.66,214,81%,485.74,2006/07,35%,226,74%
0,0,0,Arsenal,0,0%,0.82,1.79,0,0%,0.00,2005/06,0%,0,0%
0,0,0,Arsenal,0,0%,0.95,2.29,0,0%,0.00,2004/05,0%,0,0%
0,0,0,Arsenal,0,0%,0.68,1.92,0,0%,0.00,2003/04,0%,0,0%
0,0,0,Arsenal,0,0%,1.11,2.24,0,0%,0.00,2002/03,0%,0,0%
101,0,28,Arsenal,17,12%,0.95,2.08,19,75%,8.24,2001/02,44%,4,77%
0,0,0,Arsenal,0,0%,1.00,1.66,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Arsenal,0,0%,1.13,1.92,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Arsenal,0,0%,0.45,1.55,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Arsenal,0,0%,0.87,1.79,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Arsenal,0,0%,0.84,1.63,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Arsenal,0,0%,0.84,1.29,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Arsenal,0,0%,1.17,1.24,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Arsenal,0,0%,0.67,1.26,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Arsenal,0,0%,0.90,0.95,0,0%,0.00,1992/93,0%,0,0%
"2,119",33,654,Aston Villa,590,21%,1.93,1.17,306,78%,366.41,2019/20,34%,115,57%
"2,956",25,973,Aston Villa,796,22%,2.00,0.71,768,78%,402.84,2015/16,29%,110,77%
"2,728",29,"1,130",Aston Villa,766,22%,1.50,0.82,487,79%,434.92,2014/15,30%,125,75%
"2,762",36,"1,068",Aston Villa,749,22%,1.61,1.03,460,74%,364.63,2013/14,31%,135,79%
"2,779",43,"1,520",Aston Villa,676,26%,1.82,1.24,769,78%,375.05,2012/13,32%,141,74%
"2,375",51,"1,301",Aston Villa,834,25%,1.39,0.97,740,73%,346.26,2011/12,32%,138,76%
"2,775",58,"1,116",Aston Villa,973,24%,1.55,1.26,667,74%,384.50,2010/11,33%,165,70%
"2,928",0,"1,531",Aston Villa,"1,031",26%,1.03,1.37,690,72%,345.45,2009/10,32%,158,77%
"2,735",0,"1,764",Aston Villa,"1,119",20%,1.26,1.42,710,71%,326.82,2008/09,34%,159,75%
"2,612",0,"2,220",Aston Villa,932,26%,1.34,1.87,461,70%,301.00,2007/08,36%,182,80%
"2,368",0,"1,212",Aston Villa,886,24%,1.08,1.13,221,70%,348.79,2006/07,33%,154,78%
0,0,0,Aston Villa,0,0%,1.45,1.11,0,0%,0.00,2005/06,0%,0,0%
0,0,0,Aston Villa,0,0%,1.37,1.18,0,0%,0.00,2004/05,0%,0,0%
0,0,0,Aston Villa,0,0%,1.16,1.26,0,0%,0.00,2003/04,0%,0,0%
0,0,0,Aston Villa,0,0%,1.24,1.11,0,0%,0.00,2002/03,0%,0,0%
0,0,0,Aston Villa,0,0%,1.24,1.21,0,0%,0.00,2001/02,0%,0,0%
0,0,0,Aston Villa,0,0%,1.13,1.21,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Aston Villa,0,0%,0.92,1.21,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Aston Villa,0,0%,1.21,1.34,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Aston Villa,0,0%,1.26,1.29,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Aston Villa,0,0%,0.89,1.24,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Aston Villa,0,0%,0.92,1.37,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Aston Villa,0,0%,1.33,1.21,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Aston Villa,0,0%,1.19,1.10,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Aston Villa,0,0%,0.95,1.36,0,0%,0.00,1992/93,0%,0,0%
"2,129",37,800,AFC Bournemouth,478,19%,1.62,1.00,384,76%,397.83,2019/20,33%,98,58%
"2,676",77,"1,019",AFC Bournemouth,613,27%,1.84,1.47,371,78%,419.55,2018/19,37%,163,57%
"2,681",36,"1,037",AFC Bournemouth,707,23%,1.61,1.18,367,77%,424.50,2017/18,34%,158,64%
"2,589",42,"1,092",AFC Bournemouth,628,19%,1.76,1.45,460,81%,451.37,2016/17,35%,160,74%
"2,664",30,951,AFC Bournemouth,749,22%,1.76,1.18,640,80%,454.47,2015/16,31%,143,73%
"2,146",39,501,Brighton and Hove Albion,537,23%,1.38,1.10,322,82%,513.90,2019/20,32%,121,58%
"2,914",34,921,Brighton and Hove Albion,636,29%,1.58,0.92,463,75%,371.29,2018/19,29%,108,58%
"2,784",39,"1,085",Brighton and Hove Albion,680,21%,1.42,0.89,449,75%,386.18,2017/18,31%,119,63%
"2,372",43,601,Burnley,577,25%,1.38,1.17,298,68%,325.66,2019/20,35%,104,63%
"3,209",49,"1,080",Burnley,693,24%,1.79,1.18,365,70%,342.39,2018/19,32%,116,54%
"3,041",33,"1,184",Burnley,707,26%,1.03,0.95,401,71%,357.16,2017/18,34%,128,67%
"3,003",23,"1,233",Burnley,650,27%,1.45,1.03,539,68%,330.47,2016/17,31%,120,71%
"3,105",30,"1,458",Burnley,783,23%,1.39,0.74,568,70%,358.74,2014/15,29%,125,73%
"2,541",0,"1,552",Burnley,825,20%,2.16,1.11,661,70%,357.66,2009/10,33%,153,76%
"2,265",55,458,Chelsea,646,24%,1.34,1.76,363,85%,602.00,2019/20,35%,169,56%
"2,548",81,593,Chelsea,692,19%,1.03,1.66,351,88%,659.74,2018/19,33%,198,59%
"2,771",60,768,Chelsea,755,21%,1.00,1.63,423,84%,559.58,2017/18,36%,220,67%
"2,682",48,839,Chelsea,688,19%,0.87,2.24,510,84%,529.61,2016/17,35%,204,71%
"2,793",47,790,Chelsea,732,19%,1.39,1.55,518,82%,517.47,2015/16,33%,173,76%
"3,075",66,"1,027",Chelsea,682,22%,0.84,1.92,376,83%,533.37,2014/15,37%,210,81%
"3,055",50,"1,141",Chelsea,809,25%,0.71,1.87,380,83%,480.68,2013/14,33%,229,77%
"2,469",56,981,Chelsea,863,20%,1.03,1.97,504,83%,485.05,2012/13,34%,212,76%
"2,034",50,881,Chelsea,972,24%,1.21,1.71,637,85%,493.84,2011/12,33%,224,78%
"2,551",86,762,Chelsea,995,25%,0.87,1.82,616,84%,506.21,2010/11,33%,244,74%
"2,448",0,"1,055",Chelsea,"1,083",26%,0.84,2.71,705,83%,496.11,2009/10,35%,288,73%
"2,473",0,"1,069",Chelsea,938,25%,0.63,1.79,504,84%,524.29,2008/09,31%,248,75%
"2,586",0,"1,687",Chelsea,945,21%,0.68,1.71,506,81%,454.00,2007/08,33%,199,76%
"2,429",0,"1,206",Chelsea,897,25%,0.63,1.68,292,80%,441.29,2006/07,34%,216,78%
0,0,0,Chelsea,0,0%,0.58,1.89,0,0%,0.00,2005/06,0%,0,0%
0,0,0,Chelsea,0,0%,0.39,1.89,0,0%,0.00,2004/05,0%,0,0%
0,0,0,Chelsea,0,0%,0.79,1.76,0,0%,0.00,2003/04,0%,0,0%
0,0,0,Chelsea,0,0%,1.00,1.79,0,0%,0.00,2002/03,0%,0,0%
0,0,0,Chelsea,0,0%,1.00,1.74,0,0%,0.00,2001/02,0%,0,0%
0,0,0,Chelsea,0,0%,1.18,1.79,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Chelsea,0,0%,0.89,1.39,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Chelsea,0,0%,0.79,1.50,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Chelsea,0,0%,1.13,1.87,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Chelsea,0,0%,1.45,1.53,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Chelsea,0,0%,1.16,1.21,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Chelsea,0,0%,1.31,1.19,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Chelsea,0,0%,1.26,1.17,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Chelsea,0,0%,1.29,1.21,0,0%,0.00,1992/93,0%,0,0%
"2,451",26,647,Crystal Palace,439,23%,1.10,0.90,340,76%,381.31,2019/20,33%,94,59%
"2,868",40,940,Crystal Palace,577,24%,1.39,1.34,446,77%,401.13,2018/19,30%,148,61%
"3,090",53,"1,022",Crystal Palace,703,24%,1.45,1.18,552,75%,378.21,2017/18,32%,151,65%
"3,207",41,"1,022",Crystal Palace,872,26%,1.66,1.32,553,73%,356.37,2016/17,31%,138,72%
"2,799",44,963,Crystal Palace,969,23%,1.34,1.03,698,74%,362.76,2015/16,33%,153,77%
"3,350",34,"1,270",Crystal Palace,834,21%,1.34,1.24,600,69%,317.66,2014/15,32%,139,78%
"3,237",29,"1,409",Crystal Palace,706,22%,1.26,0.87,695,71%,310.45,2013/14,35%,143,76%
0,0,0,Crystal Palace,0,0%,1.63,1.08,0,0%,0.00,2004/05,0%,0,0%
0,0,0,Crystal Palace,0,0%,1.87,0.97,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Crystal Palace,0,0%,1.17,0.81,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Crystal Palace,0,0%,1.45,1.14,0,0%,0.00,1992/93,0%,0,0%
"2,433",52,516,Everton,670,24%,1.59,1.28,312,77%,412.03,2019/20,35%,135,60%
"3,211",52,825,Everton,814,25%,1.21,1.42,456,77%,434.05,2018/19,34%,169,63%
"2,806",41,"1,229",Everton,629,25%,1.53,1.16,514,74%,388.13,2017/18,34%,121,69%
"2,846",52,"1,118",Everton,767,22%,1.16,1.63,461,79%,462.79,2016/17,38%,191,74%
"2,549",62,994,Everton,782,21%,1.45,1.55,511,81%,472.29,2015/16,36%,175,74%
"2,611",45,"1,280",Everton,690,19%,1.32,1.26,444,82%,494.97,2014/15,34%,166,80%
"2,733",40,"1,103",Everton,848,22%,1.03,1.61,463,84%,481.61,2013/14,35%,196,77%
"2,834",73,"1,172",Everton,989,24%,1.05,1.45,592,79%,416.55,2012/13,33%,207,75%
"2,095",48,"1,130",Everton,877,24%,1.05,1.32,617,77%,396.39,2011/12,32%,164,78%
"2,657",58,"1,265",Everton,"1,019",26%,1.18,1.34,470,76%,378.18,2010/11,31%,181,73%
"2,767",0,"1,601",Everton,"1,022",23%,1.29,1.58,827,76%,390.32,2009/10,33%,194,74%
"2,442",0,"1,602",Everton,"1,022",24%,0.97,1.45,660,75%,395.37,2008/09,34%,169,78%
"2,310",0,"2,136",Everton,877,23%,0.87,1.45,496,69%,326.24,2007/08,36%,169,77%
"2,384",0,"1,386",Everton,867,22%,0.95,1.37,303,65%,323.00,2006/07,33%,153,78%
0,0,0,Everton,0,0%,1.29,0.89,0,0%,0.00,2005/06,0%,0,0%
0,0,0,Everton,0,0%,1.21,1.18,0,0%,0.00,2004/05,0%,0,0%
0,0,0,Everton,0,0%,1.50,1.18,0,0%,0.00,2003/04,0%,0,0%
0,0,0,Everton,0,0%,1.29,1.26,0,0%,0.00,2002/03,0%,0,0%
0,0,0,Everton,0,0%,1.50,1.18,0,0%,0.00,2001/02,0%,0,0%
0,0,0,Everton,0,0%,1.55,1.18,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Everton,0,0%,1.29,1.55,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Everton,0,0%,1.24,1.11,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Everton,0,0%,1.47,1.08,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Everton,0,0%,1.50,1.16,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Everton,0,0%,1.16,1.68,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Everton,0,0%,1.21,1.05,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Everton,0,0%,1.50,1.00,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Everton,0,0%,1.31,1.26,0,0%,0.00,1992/93,0%,0,0%
"2,183",56,550,Leicester City,572,20%,1.03,2.00,330,82%,516.31,2019/20,38%,154,58%
"3,074",59,945,Leicester City,779,21%,1.26,1.34,436,79%,453.13,2018/19,36%,184,58%
"2,992",47,920,Leicester City,744,19%,1.58,1.47,413,75%,400.00,2017/18,35%,149,66%
"2,827",43,"1,025",Leicester City,731,19%,1.66,1.26,538,70%,359.76,2016/17,33%,145,72%
"3,069",76,"1,040",Leicester City,762,23%,0.95,1.79,819,71%,351.84,2015/16,34%,179,76%
"3,248",46,"1,177",Leicester City,912,22%,1.45,1.21,750,71%,351.13,2014/15,30%,137,77%
0,0,0,Leicester City,0,0%,1.71,1.26,0,0%,0.00,2003/04,0%,0,0%
0,0,0,Leicester City,0,0%,1.68,0.79,0,0%,0.00,2001/02,0%,0,0%
0,0,0,Leicester City,0,0%,1.34,1.03,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Leicester City,0,0%,1.45,1.45,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Leicester City,0,0%,1.21,1.05,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Leicester City,0,0%,1.08,1.34,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Leicester City,0,0%,1.42,1.21,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Leicester City,0,0%,1.90,1.07,0,0%,0.00,1994/95,0%,0,0%
"1,982",71,497,Liverpool,687,20%,0.72,2.28,267,84%,622.17,2019/20,39%,176,60%
"2,518",78,639,Liverpool,721,24%,0.56,2.28,314,84%,606.10,2018/19,39%,226,61%
"2,565",78,736,Liverpool,764,22%,1.00,2.21,379,84%,604.26,2017/18,37%,233,71%
"2,810",52,877,Liverpool,812,22%,1.11,2.05,410,82%,586.58,2016/17,37%,236,71%
"2,891",56,871,Liverpool,780,23%,1.32,1.66,549,80%,519.29,2015/16,32%,202,78%
"2,817",38,"1,175",Liverpool,638,23%,1.26,1.37,442,83%,509.84,2014/15,33%,192,77%
"2,858",88,"1,339",Liverpool,643,21%,1.32,2.66,465,84%,515.76,2013/14,40%,258,76%
"2,495",77,914,Liverpool,794,19%,1.13,1.87,526,84%,521.37,2012/13,31%,232,78%
"2,378",60,720,Liverpool,"1,103",22%,1.05,1.24,505,81%,494.66,2011/12,31%,207,74%
"2,692",51,"1,073",Liverpool,824,20%,1.16,1.55,592,77%,440.37,2010/11,35%,205,69%
"2,744",0,"1,094",Liverpool,"1,017",20%,0.92,1.61,763,79%,488.95,2009/10,29%,189,74%
"2,541",0,"1,279",Liverpool,"1,021",24%,0.71,2.03,657,81%,513.29,2008/09,30%,224,75%
"2,718",0,"1,952",Liverpool,932,26%,0.74,1.76,614,77%,430.53,2007/08,31%,214,74%
"2,404",0,"1,115",Liverpool,"1,107",25%,0.71,1.50,246,76%,451.42,2006/07,32%,214,79%
0,0,0,Liverpool,0,0%,0.66,1.50,0,0%,0.00,2005/06,0%,0,0%
0,0,0,Liverpool,0,0%,1.08,1.37,0,0%,0.00,2004/05,0%,0,0%
0,0,0,Liverpool,0,0%,0.97,1.45,0,0%,0.00,2003/04,0%,0,0%
0,0,0,Liverpool,0,0%,1.08,1.61,0,0%,0.00,2002/03,0%,0,0%
0,0,0,Liverpool,0,0%,0.79,1.76,0,0%,0.00,2001/02,0%,0,0%
0,0,0,Liverpool,0,0%,1.03,1.87,0,0%,0.00,2000/01,0%,0,0%
0,0,0,Liverpool,0,0%,0.79,1.34,0,0%,0.00,1999/00,0%,0,0%
0,0,0,Liverpool,0,0%,1.29,1.79,0,0%,0.00,1998/99,0%,0,0%
0,0,0,Liverpool,0,0%,1.11,1.79,0,0%,0.00,1997/98,0%,0,0%
0,0,0,Liverpool,0,0%,0.97,1.63,0,0%,0.00,1996/97,0%,0,0%
0,0,0,Liverpool,0,0%,0.89,1.84,0,0%,0.00,1995/96,0%,0,0%
0,0,0,Liverpool,0,0%,0.88,1.55,0,0%,0.00,1994/95,0%,0,0%
0,0,0,Liverpool,0,0%,1.31,1.40,0,0%,0.00,1993/94,0%,0,0%
0,0,0,Liverpool,0,0%,1.31,1.48,0,0%,0.00,1992/93,0%,0,0%
"1,747",79,362,Manchester City,719,22%,1.11,2.43,263,89%,675.89,2019/20,35%,192,58%
"2,344",101,543,Manchester City,783,20%,0.61,2.50,362,89%,699.50,2018/19,38%,260,63%
"2,460",95,588,Manchester City,691,21%,0.71,2.79,346,89%,743.18,2017/18,40%,265,68%
"2,730",77,905,Manchester City,801,24%,1.03,2.11,504,86%,597.53,2016/17,34%,216,71%
"2,751",55,940,Manchester City,866,24%,1.08,1.87,630,83%,539.16,2015/16,34%,210,73%
"2,681",66,872,Manchester City,795,23%,1.00,2.18,569,85%,581.76,2014/15,34%,229,75%
"2,562",86,938,Manchester City,892,25%,0.97,2.68,496,86%,546.34,2013/14,35%,238,77%
"2,533",84,"1,068",Manchester City,860,24%,0.89,1.74,492,85%,527.92,2012/13,35%,231,80%
"2,080",86,930,Manchester City,843,22%,0.76,2.45,631,86%,549.03,2011/12,34%,250,74%
"2,519",52,"1,206",Manchester City,762,20%,0.87,1.58,629,82%,467.58,2010/11,32%,177,75%
"2,544",0,"1,269",Manchester City,809,19%,1.18,1.92,805,77%,429.55,2009/10,37%,195,76%
"2,552",0,"1,496",Manchester City,690,23%,1.32,1.53,740,78%,420.29,2008/09,35%,201,73%
"2,203",0,"1,852",Manchester City,695,21%,1.39,1.18,482,76%,398.66,2007/08,34%,143,78%
